im feeling rather rotten so im not very ambitious right now	0
i know nothing is going to change even i feel very envious to these people but i cant stop feeling jealous to these people because its a human beings instinct to act so	3
im happy i feel out of energy and not very inspired to do my crafts	1
i was struck by the masculine feel of the strong graphics and deep colors in this months painting nighthawks by edward hopper	1
i feel like youre just not there some body that im trying to be affectionate with it feels like im molesting some stranger i dont even know	2
i think it s the opposite i get to feel defeated because i was doing everything possible to keep baby healthy and my sugars in check	0
i am trying not to feel bitter but how else can i feel when it seems my desire is pretty much impossible	3
i feel if i am nagged i stop caring	2
i just feel totally useless today	0
i feel honored to receive the grassroots preservation award	1
i feel contented just hearing him said that hellip	1
i am reminded of pavement yurusei yatsura and coheed and cambria without feeling offended that they have ripped them off	3
i feel no positive regard	1
im feeling a lot less ugly duckling and a lot more a href http	0
i suppose if one was feeling generous one could say i was stressed by the elevator ride	1
im feeling kind of melancholy and really want to go home and cuddle up with my boys	0
i feel like the people that i myself love want and need don t talk to me and don t connect with me anymore because they have fucked up mental health and emotional problems that i can t help contribute contain understand or encompass	3
i feel that the suffering is more than i can bear i take refuge in the lord in the blessed sacrament and i speak to him with profound silence	0
i feel afraid agn lol whats new	4
i am writing and sharing here is much more about my own story and what i believe with all my heart the world needs to know the riches we have in god than me feeling angry towards or trying to bash the people and leaders and parents	3
im feeling dazed and alot of things in my mind	5
i feel so scared when the voices from there start to speak to me	4
i feel very honoured to have been part of the bond family and very much hope i have a chance to work with them again sometime in the future	1
i feel insulted pete edochie responds to death	3
i feel but not to such a hostile extent	3
i always feel so pressured	4
i electrocuted my thumb and i cant type too well because i cant really you know feel some of my fingers as an acceptable excuse for a late paper	1
i carried my phone in my pocket and didn t feel the pull to get lost in it	0
i sit here writing this i feel unhappy inside	0
i could feel my mother s sympathetic dread as i was diagnosed	2
i get disappointed it makes me feel so rejected especially being disappointed by a loved one	0
i left there feeling brow beaten	0
i am feeling vulnerable nervous worried anxious and a bit lost	4
i was feeling defeated i usually pick things up easily this way but i just wasn t getting it	0
i am most certainly an acquired taste but lately many of those around me have seemed to feel the taste to be bitter	3
i feel i am rich because my life both real and online is filled with friends and family with whom i would not want to live without	1
i feel bad saying this because i should be happy but i dont think this way that im going is for me anymore	0
ive been feeling afraid a lot lately	4
i see momo feel shy momo hmmm gt me heyy momo	4
i feel amused looking at the little turtle who sneaked in with them	1
i purple month doesnt feel surprised in fact zhuo feng up many pupils all clear xiao her identity dont even say main star feng of young	5
i feel like there is no way out being humiliated by asa a guy i was obssessed about who played an embarrassing joke on me getting caught by tabbys wife tabby is a lover i once had who was married and i blindly fell in love with him	0
i feel like breathing is as delicate as dried rose petals sometimes	2
im thankful because i feel somewhat energetic instead of the dead fish that i would become every time every chemo	1
i feel so honored today and i want to share the emotion and my gratitude because i received a very complimentary email from someone who reads thought provoking perspectives	1
ive tried bare minerals but it makes me feel like my face is dirty	0
i feel quite passionate about and that is how old should children be to undergo beauty treatments	1
i feel like i m going to struggle and fail and suffer and be really dumb	0
im feel a little bit shy to talked to her for a second but manage myself because i saw from her eyes that theres something with this girl	4
i love that this is a place a series with no real heroes and i love that the way the couples in these books fall in love feels just as violent and crazy as the place that they call home	3
i will feel more lively and full of bounce	1
i am and always have been a very sincere nice feeling sociable compassionate helpful girl	1
i feel like an obnoxious nagging call times everyday tag alonger that he is finally sick of tolerating and is now just giving the cold shoulder	3
i loved the feeling i got during an amazing slalom run whether it was in training or in a race	1
i was feeling especially shy and awkward because i didn t know many people there	4
im still feeling a little groggy from the lack of sleep so i shall try to replenish it	0
i have been sitting at home revising today and all in all feeling quite stressed	3
i guess feelings aren t meant to be inhibited or prohibited	4
i embraced feeling thankful that the middle wall of partition had thus far been broken down	1
i began to feel very strange	4
i didn t feel pressured or constrained in my choices to behave in a particular way i just felt very busy	4
i had one of my low carb meal bars for breakfast and was feeling smug when i spotted the left over pies muffins and attractive foods	1
im going through life feeling now rather than being totally numb	0
i dont want flowers or candy but the kind of guy that knows i like thinly sliced limes in my mineral water because it makes me feel glamorous and is humored by how pretentious that is	1
i feel unprotected a class post count link href http reprogramming in process	0
i always feel really confident of my life and my choices when i go home	1
i was feeling more and more frustrated with each session he attended	3
i feel like in the last year especially i ve gone from a girl to a woman and despite how hesitant i have always been about getting older next year i will be twenty four i am surprised at how pleased i am to have done so	4
i feel attacked or insulted it is helpful to realize that the idea of attack is alive and well in my own mind	3
ive missed that feeling and ive missed being there and ive missed having something to work towards that keeps my focus on me and keeps it off of my phone and the potential trouble it can get me in	0
im feeling a bit uncomfortable with myself too	4
i know that i have it nowhere near as worse as my brethren overseas but right now i feel like im being physically emotionally and spiritually assaulted	4
i am feeling so reluctant and overwhelmed i try to think of the alternative abandoning that dream	4
i usually like sam but sometimes he gets downright whiny and i ll admit that all the mistakes he made due to sibling rivalry and pride that eventually led to the end of season kind of made me feel less tragic about the whole thing	0
i hope shes feeling generous today and treat me to japanese food or something haha have a great day	1
i am feeling a bit offended	3
i offend easily when i feel my intelligence is insulted	3
i always feel a bit awkward when i comment on someone s blog because i invariably go on rabbit trails and feel as though i ve been overstepping myself so i d like to tell you if you find yourself feeling the same way that i do not mind in the slightest	0
i feel like we may be coming to the point in the tv series where the show is incredibly popular but sadly the writers are coming to the end of their story lines and soon there will be nothing left to keep the plot a float	1
i was entertaining myself with this memory while at the same time feeling like that guy in that movie dazed and confused who says i just keep on getin older and the girls stay the same age	5
i had to continue to enforce my no playdate policy which meant i continued to feel angry twice over each day once during a horrible morning drop off and once in the afternoon when i reminded noah that no he couldnt play because of the bad drop off missing mommy	3
i woke up feeling groggy and grumpy and like the last thing i wanted to do was make dinner	0
i wake up feeling like something terrifyingly bad is bound to happen to me before i even get a chance to stick a limb outside of my covers	0
i feel god in my life more now than i ever have before and things are so wonderful right now	1
i do feel like ive been a neglectful friend but its due to the fact that i feel like a hinderance so i just stay away	0
i did not know this i could not look out upon the sea and sky without feeling mildly discontent	0
i hate feeling like this this is bullshit ok i m so done bye	1
i tasted some hari raya cookies and feeling greedy i would go and prebook their kueh makmur and tart because i know their hygiene standard and ingredients	3
i sit here feeling drained i really wonder what will i do when i reach that point	0
i buy something i go out and look at what else i didnt buy and then after a bit of comparison here and there i suddenly feel dissatisfied with my purchase	3
ive been feeling incredibly inadequate more so than usual and its gotten to a point where i almost feel paralyzed by it	0
im amazed how many men say they feel unloved if the house is messy and they have to fix their own dinner	0
i feel a restless weekend heading our way	4
i feel ugly i cover myself with a beautiful blanket in a make believe gown	0
i always said i felt so blessed to have him and today that feeling is been reassured many times	1
i cant do strappy shoes at work i just feel weird so i took these off thrifted ninewest	4
i love the fact that i look as best i can and i feel terrific because i eat right and constantly exercise	1
i decent article which i knew likely had good information because my initial response was to feel offended and want to argue despite the fact that it was talking about not doing exactly that	3
i have moments where i just feel so overwhelmed that my eyes well up with tears	4
i started feeling thankful for food for being able to enjoy such delicious things and got into cooking and baking healthy meals for my family	1
i don t want to tag people who think this is silly but if there are people out there who want to be tagged i wouldn t want to make them feel unwelcome	0
im taking is allowing me to get sleep which is wonderful but its leaving me feeling very groggy and nauseated	0
i feel an unpleasant drop in my stomach as the elevator doors open at my floor	0
i feel that this is a highly talented bunch when roling on all cyclinders	1
i feel his hand on me to stay faithful	2
i was so focused on my heavy breathing my even strides the drops of sweat on my forehead that i forgot to feel socially awkward	0
i cant help feeling this way	0
i feel like i would order carryout from if i lived in the area i am still curious to try some of their other tacos	5
i feel that i am afraid of whatever ad anything that will happen and idc is it good or bad i am just afraid and i hope god you will help me in whatever i do	4
i entered the living room i had a horrible feeling aching in the depths of my stomach	0
i feel very glad that finland s well known visual artist vesa kivinen had called me to work with him	1
i feel relatively safe normal or whatever you might call it	1
i feel bitchy saying it but i think that next saturday i just want to be alone	3
i feel very honored to have been shortlisted within the patient ambassador volunteer category which recognises members of the public and staff who provide outstanding help and support through volunteering or providing patient opinions either on a public partnership forum or on a patients panel	1
i feel quite helpless in all of this so prayer is the most effective tool i have because i have no answers and there is nothing else i can offer them right now	0
i know that you feel pretty disgusted by the nonstop lefty propaganda the ministry churns out but of the public isn t that tuned in	3
i feel complacent and satisfied	1
i ventured into fabrics amp fabrics on a whim yesterday feeling a bit nervous knowing i would be tempted beyond my comfor	4
i havent been feeling homesick knowing they were all getting together to enjoy my mums cooking did make me want a teleporter	0
i feel ugly and hated	0
i was feeling whether it be mad sad disappointed or peaceful	3
i feel as if we have a talented enough team to win some games and go deep into the tournament	1
i feel i was so innocent to have only one dream to fill my brain and to be crazy about it	1
i never feel depressed because my cancer and i have learnt to live and sleep with each other	0
i can feel the pressure falling more so on my shoulders and im feeling slightly doubtful of myself which leads to unhappy thoughts not usually like my optimistic self i must say	4
i kind of feel a little petty about this	3
i hostage negotiator on her case has her feeling hopeful about her future	1
i believe that people should choose the causes they feel passionate about and do what they can and i have no right or desire to push my own charities as more worthy than another	1
i feel privileged to be allowed into the sanctum of her studio the many different paintings and studies lining the walls morph and grow week on week	1
i grew up feeling rejected by my male peers	0
i feel like that is where i can make my most valued input and tried to do as much as possible to ensure i did an equal part in the construction	1
i described how i was feeling the feeling of being out of control and completely restless the fear of what could still happen my obsession with trying to do it all and the fact that it was just not working	4
i feel very important in my fancy room with my fancy furniture and nice view of downtown dallas	1
i wanna feel good again	1
i never feel like im not supporting	1
i want you to snap out of it and simply feel simply live laugh enjoy this life no matter how idiotic it is	0
i assumed it would feel casual	1
i will admit and it left me feeling shaken and a bit of a goose	4
i feel it is dangerous especially for the new believer who is not grounded in the word of god	3
when we rearranged furniture in our flat and got stuck in a chair	3
i am feeling stressed and more than a bit anxious	3
i persevered through the storm of rejections feeling confident that i was doing what god had called me to do	1
i was feeling comfortable in the first fight i saw things that were working for me but i m expecting a better rendall munroe because i think he might have underestimated me first time around	1
im not quite sure how she really feels about it because im pretty sure that she realizes that she is going to miss getting to watch the parade which is something she really enjoys	1
i feel somewhat fake in the group	0
i was feeling particularly pissed off and wanted to go to a party	3
i feel like im still quite bad at describing my feelings with good words and beautiful phrases	0
i feel so heartbroken over paul walker s tragic disappearance the life of someone so generous beautiful and talented should not end this way as other horrible individuals keep on living torturing assaulting and killing people	0
i feel perfectly mellow	1
i feel i have to give credit to jen mitchell for her gorgeous card a href http www	1
i am alternating between feeling thrilled to see my dads family this weekend and terrified that i will be a black sheep among their normalcy	1
i feel for my sweet boy	2
i feel about as helpless and superfluous as i did when jenn had elaine naturally	4
i thought i didnt feel anything anymore it was over it was ok well today a different story i feel him i want him my heart hurts thinking he wont be around i still want him around i guess its still valid	1
im feeling better so hopefully things start falling back into the old routine	1
i hope you feel incredibly cool now	1
i watched the news at the tv	3
i didn t really go looking for it but i can definately see where the enjorlas marius ship comes from though sadly i feel it s mostly one sided and that marius is nothing more than a rich schoolboy following his whims without thoughts to the concequences	1
i feel i should as a gracious gesture apologizing for my latest post about the osp and the rand license terms	2
i get people asking me what it feels like to be the most hated man in dallas county said assessor steve helm	0
i have reported feeling marginalized intimidated and or subjected to threats of retaliation	4
im not sure if im more at peace with our situation or if im just not feeling as bitter about it but in the past five months something has changed within me	3
i am feeling profoundly peaceful	1
i feel bad then for not accepting who i am	0
i have tried sorting out the area for the cat houses this lunchtime but i guess after the printer ordeal i am feeling quite uptight so it has been put on hold	4
i made that make me feel dumb and dumber	0
i have power feeling to justify their laziness and being bitchy against skinny girls	3
i feel like my sweet company is finally coming together	2
im making some more mood icons right now to let you see how i feel and think and of course its all charming	1
i feel like i am not accepted here i and bucking this force that is coming from all quarters that tells me that something is wrong with me if i am not married with children	1
i apologise if the pictures are not very good quality but if youre stuck for ideas feel free to check out the websites in the captions	1
i feel fine now even though ive just burned the dinner oops	1
i feel for this divine landmass and all the respect i bear in my heart for the greatness residing on it	1
i feel like but im not very fond of that word	2
i feel vulnerable not knowing what is to come and i feel like the rest of my life depends on today	4
i feel so damn agitated	3
i feel confident around him and i am always there if he needs help	1
i feel annoyingly isolated in the hostel with all those people talking outside the room etc	0
i feel like alcoholism is something that is widely accepted as the norm in gay culture	1
im just now realizing i didnt have a diet coke today and that makes me feel proud regardless of the other junk i consumed today	1
i also feel i have accepted my dark side and am finally realizing what of my dark side is healthy	1
i have spoken about before but the feeling is getting stronger and i am curious if others have similar thoughts	5
i feel a bit dull by it all	0
i hope it is because he understands the way i feel i hope he sees what he could miss and is putting the petty negative thoughts aside	3
i feel so blessed to be able to share it with you all	1
i feel a little virtuous doing these things but on the other hand nini s tasted better	1
i say i want to be more of people person but i feel very mellow right now	1
i pull out one of my favorite books to make myself feel miserable	0
i feel convinced that im going to shy away from whatever is really good for me	1
i feel kind of awkward about doing this here goes	0
i feel like i should not be surprised at this development	5
i am of snuffling and feeling dull	0
i need to feel creative and productive	1
i am who god has chosen to help my daughter become the woman god intended her to be even if i don t feel perfect	1
i am not feeling too bad except that my ribs are aching and i have a pulled muscle in my shoulder blade region from all my excruciating hours of hacking my lungs out last night	0
i am at the point of feeling resentful toward him and i don t want to be	3
i write this i feel oddly calm like wanting to just relax in a big chair or lay out in the sun	1
i feel really inspired	1
i do know that i tell some people if i feel that their question is sincere some of my sacred treasures	1
i can sit here and cry and feel wronged but it wont change the outcome	3
i was worried that maybe she was sleeping so well because she wasn t getting enough milk and was feeling lethargic	0
i am going to actively learn more about these genres and or practice them so i can feel what i should feel as a dancer gt fearless courageous confident phew	1
i started feeling a little stressed about leaving on time and making sure we got the getting ready pictures i wanted but everything seemed to workout perfectly	3
i feel like an ugly monster where i cannot show who i really am lest i seem weird or just plainly an outcast	0
i feel a little guilty that we have this exceptional little girl from ethiopia home and in our arms but this blog continues to surround goosey	0
i feel the need to layer on fake tan for a night out to give me a bit of colour my clothes do it for me	0
i feel a real emotional connection to the ice queen from the north now that you have revealed that inhumanity runs in her bloody family	0
i have been designing earrings for some of my customers bridesmaids which i feel honoured to do	1
i could adopt and what messages i could think about to help make me feel more peaceful more grateful and just happier right now	1
i feel quite worthless but i hear that that is pretty normal for north americans at this point	0
i don t feel well enough to cook	1
i feel so bad about it and hes stood there bewildered	0
i could feel hundreds of loving people all around the world connecting with earth it was simply beautiful	2
i feel not having a generous spirit or a forgiving nature closes me off from accepting gifts from the universe	2
i feel accepted and loved by a community of derby girls that i helped to create	1
i feel utterly disgusted with myself right now and am contemplating death every waking moment ever since she uttered those few words	3
i often feel confused as to whether i have bipolar or just a really hard core sinful nature	4
i am feeling very thankful	1
i feel privileged to have played against him	1
i read it at a time amp place where i was feeling less than perfect	1
im happy but i feel all this pressure to do one thing or another amp it makes me unhappy	0
i feel it is worthwhile to give you all a more in depth city sized if you will look at one of our cycle days	1
i was still feeling so exhausted from my workouts on monday and tuesday that all i did was go for a walk at the park for about	0
i grabbed my dog and hugged her fiercly for the next hour or so until i began to feel a bit like myself again but i havent completly shaken the feeling and have been feeling rather depressed anxious all day	4
i found myself feeling inhibited and shushing her quite a lot	0
i admit that i am jet lagged so during the daylight i feel groggy almost hung over while at night when everyone is tucked in and snoozing a light pops in my brain and i transform into the ever ready bunny	0
i often throw myself into work when i m not with them that same maxim from last week if i feel discouraged the way i move forwards is to offer encouragement to others	0
i feel a lot better about the way i wrote this bit of the code	1
i was supposed to feel sympathy for emma im afraid i failed	4
i feel inside this life is like a game sometimes then you came around me the walls just dissapeared nothing to surround me keep me from my fears im unprotected see how ive opened up youve made me trust coz ive never felt like this before im naked around you does it show	0
i have no energy to get angry or upset anymore i just feel a little resigned	0
i cant tell you how many times in the four months we have been seeing each other seriously that we have had to have serious emotional talks because one or both of us was feeling tender	2
i am feeling so emotional about your brothers arrival	0
im even feeling liked by the girls who hate pretty much everyone	2
i go through my day feeling your movements and am amazed that something so miraculous is happening in my body its like a special secret only you and i have	5
i feel is valuable and i want to share	1
i feel so unloved without you next to me but when im with you	0
i feel myself falling into the pit of buying it from her i think he s for real i m just skeptical of the women	4
i was learning to just deal with the nausea amp manage the unpleasantness of it at work trying to keep anyone from knowing but my sister told me there was no need to suffer amp feel miserable amp to call my dr for some zofran	0
im feeling greedy for right now	3
i justified in feeling slighted or am i just being ungrateful	0
i feel like it s waiting in the wings just patiently waiting for me to be distracted enough so it can take me down and take everything i love in this world away and destroy me	3
i feel like i fucked up big time but i have to protect a and myself	3
i feel like my mind is blank and empty	0
i don t feel comfortable playing games with them presenting the bad guy as really a misunderstood good guy or vice versa	1
i listen to the advice of my eating disorder will i actually feel better	1
i bought the gb iphone i got a apple store credit i feel like they were sympathetic to early buyers and responded appropriately	2
im feeling a lot more optimistic about my future	1
i feel pissed off and angry	3
i couldnt help feeling for him and this awful predicament he lives with on a daily and nightly basis and i was just so glad that once bel started to see the light he stuck it out and stood by daniel whilst no one else did including his family who im afraid i got really disgusted with	0
im feeling so completely mellow and perfect tonight	1
i feel curious because i would like to explore what is at the top of the helterskelter like plant	5
ive learned that there are angels on earth who feel me as i feel them who stand by with a loving thought a healing heart or a steady hand just as i would also offer without a moments hesitation in return always	2
i feel that the packaging is really lovely and the product itself just does everything you ask	2
i feel ive ignored it too long this year	0
i know different because i feel in your hugs and kisses that im perfect just the way i am	1
i am feeling a little more relaxed i am certainly not feeling refreshed thanks to drunk dudes who decided letting off fireworks every half an hour all night would be super fun and the fact that it s impossible to sleep in the freezing cold with a complaining toddler but i have certainly rebooted	1
i definitely feel there s some useful information here for anyone facing similar questions to those i had during this time of my life	1
i too feel a sense of melancholy for them	0
im sad if some people are unhappy about the flag for religious reasons but i know many religious people who do not feel it goes against their faith and they are very supportive	2
i don t feel brave though	1
i walked near the hotel and i felt very obvious and uneasy all the warnings about petty crime i read in the guidebook and maybe some residual from years ago left me feeling threatened	4
i feel like i m finally losing that stubborn little bit of extra stuff in my lower belly	3
i am feeling overwhelmed by trying to do it all that i think on the women before me	5
i remember feeling so frightened that i could feel emotions at that high a level	4
i feel inside coz i m so fucking horny	2
i have tested positive but i have never taken drugs and i feel innocent says martina	1
im so proud of you no words can describe the way that makes my heart feel thank you god for my supportive amazing hubbard	2
i have made about sex i feel that women enjoy sex when their body and emotions are admired and respected	2
i feel no need to work up acceptable conversation fodder	1
i had just hiked up and down a long steep hillside loaded with grass and bushes so i was feeling pretty doubtful id be able to find it	4
i really like the color scheme since it makes me feel peaceful clean and simple	1
i feels so lame	0
i personally feel that it is a very creative present and everything packed inside a brown paper bag	1
i feel so fearless in these post grieving days	1
i feel so blessed to be married to him because he loves his stepchildren	1
i dropped martin back off i was the dd i pulled in and because i was feeling exceptionally outgoing waved and talked to some of my neighbors downstairs	1
i feel more faithful than ever	1
i am feeling relieved to feel myself again	1
i sometimes feel a bit unwelcome	0
i feel complacent at the moment	1
i feel most passionate about that arouse my emotions seem to be the things i need to learn something about my emotion tells me there is a need to grow in some direction	2
i feel that it only makes you a person that i love who happened to do something that i don t find acceptable	1
i have not only not lost any yarn overs but am now done with my first lace project and feeling pretty pleased	1
i want you to know that if i become prime minister in less than a year s time i will be proud to do so as a friend of israel a jew and most of all someone who feels so proud to be part of the community gathered here today	1
i feel somewhat safe to give hosting a try	1
i don t follow too many people and i don t have too many followers however i have a feeling that the people that i am talking about may know who they are i m not trying to be rude i m just being real	3
i never feel lonely as long as people love and support my work	0
i have so much going on in my life and am constantly running like crazy i can always steal a quiet moment to acknowledge this child and the overwhelming excitement and anticipation that i feel god is truly faithful and brings everything around	2
i suspect his reasoning may simply be to lull apple into feeling complacent	1
i feel so exhausted by a	0
i prepare i feel thankful that these events touch upon so many different concerns in my poetry from language issues to pacific aesthetics from the avant garde to eco poetry	1
i met my present boyfriend on a boat trip to england we had said that we would call each other when we got back to sweden we were not going to the same town in england as soon as i walked in he called from england as he could not wait till he came home	1
i feel inspired so many thing i want to write down	1
im very hurt and i feel unimportant	0
i feel like uninstalling skype deactivateing all of my facebook amp hatena accounts since im becoming a hateful person amp i dont want to get any worse than i am right now	3
i began to feel shaky and nauseous and yearned for my connection to cairns to make up for some of the deprivation	4
i was feeling adventurous though so i went with some asian flavors of ginger and sesame oil for my salad	1
i was playing a sport in an advanced pe class and many of the people were not advanced	3
i cause extreme worry and distress ground to remember fondly you forever mary prepares to feel unfortunate time eventuallythe intense emotion have sexual lovein condescend to come she by hand puts out strength wu mouth dont let oneself cry out	0
i feel so greedy of holidays and forgetting my responsibilities	3
i mean i feel like a broke record sometimes	0
i am feeling rather heartless because i recently heard the words unconditional love and could not find it in myself	3
i feel dissatisfied and more accustomed to healing	3
im feeling doubtful about all of the patterns and colors working together but we cant be sure until everything comes together	4
i want to get back in the habit of blogging about all the cool fun things im up to but am also trying to get out of this rut of only writing about feeling shitty	0
i am still healing from having my heart broken still healing from broken dreams still doubting myself still feeling confused	4
i gents been feeling lousy over the last few weeks which ended up with a trip to the hospital last saturday which put a damper on the wedding anniversary	0
i read about him and learn about him in his interviews the more i feel like i could never deserve someone so kind and compassionate	2
i feel thats just strange on wotcs behalf	5
i take a walk in the park feeling joyful	1
i feel calm silent and protected by the definiteness of this existence	1
i want to feel assured that my life will be good and i know it will be when i trust the lord	1
i feel safe with berry	1
im feeling envious already	3
i suck up is the boring dull town and the feeling being missed by my family and bf	0
i feel like i have all these cute things but i dont feel comfortable in them and dont know how to put them together	1
i feel like an emotional cutter	0
i wake up in morning and when i go to sleep at evening i feel that seed voice in my heart that is screaming out from my empty stitched heart	0
i received the blanket i was absolutely amazed on how fluffy it is and extremely soft i really didnt think it was going to feel that amazing	5
i feel that sometimes im not talented enough	1
i feel it would be foolish and perhaps a little disrespectful to consider doing the long hilly race	0
i mention my oldest child before my youngest will her feelings be hurt	0
i woke up today feeling kind of strange	4
im sick of feeling unimportant like nobody needs me	0
i am feeling quite distressed and dejected over my battle with insomnia	4
i feel hated in cempaka	0
i do feel numb but only because i have so many fucking feels that i ve shorted out from feeling them	0
i often use disney to cheer me up when im feeling low and these past couple days have been no exception	0
ive been feeling a little defeated maybe even over looked	0
i feel shy because of what i am wearing	4
i can say is that as long as you enjoy the story it entertains you and makes you feel emotional whether it be sad happy angry disgusted or just plain horny then who really gives a damn	0
i wept while jackson slept feeling overwhelmed by the feeling that i don t want to die	4
i feel confident to be me again in personal life and right when my work life was going well with my boss slowly understanding why i continually ask for and demand we address the tough issues that cause problems with our various departments	1
i dont know whether his presence is the reason why i feel more homesick for the uk than the us or just by being here makes me miss my former home	0
i mentioned in my last blog that i have started to get the feeling that i have been pressured into studying things i do not like which has also made me into a person i might not fully be	4
i only do unwillingly and always leaves me feeling grouchy and unsettled	3
